label,sentence1,sentence2
facts,Muslims are contaminating our world.,A religion followed by 1.6 billion people is not a plague.
question,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.,Explain? This is not the case.
unrelated,What have Muslims ever done for us?,Do something together before the movie. Arrive to the theater on time. Offer to pay for the ticket. Try hand holding. Decide whether to talk during the film.
denouncing,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",No. This is not true. How can you say this about an entire faith?
facts,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two."
denouncing,Fgm happens only to girls that have muslims parents!,How can you say that about an entire faith?
facts,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","What exactly is the West going to 'win'? Muslims are not waging a war on western society, it is only the fearmongering media spreading these myths and causing division."
humor,"Islam - if we do not speak now, in a short time our words will be useless.",Sorry I think you're a couple millennia too late.
support,What is the point in listening to Muslim women? They are all retarded.,All muslim women are stupid: we should not be influenced by them.
denouncing,The world would be a better place without Muslims. They are only killing and raping our children.,The world would be a better place without such ungrounded sayings and misdirected hate.
facts,Muslims have privileges that we do not have.,It is quite literally not.
question,"Because of the Muslims, Britain is no longer the great country of the past! They are a disease!",Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.
support,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.","The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom."
hypocrisy,Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why it is tolerating these despicable people.,"Why have we built Churches all over the world? How many holy buildings have we demolished over history? This is never acceptable, but can we really be casting the first stone?"
question,Muslims are not inclined in working and for this fact they are unemployed.,Where did you get your figures from? Because everywhere I look its a completely different story.
facts,Muslims should be taken away from our country because they aren't accepted by anyone.,"But we would have much less doctors, chefs, politicians, drivers, scientists, philanthropists."
facts,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","Everyone has to follow British laws, this is simply how it is. So yes, Muslim people do respect our law. I haven't seen anyone breaking the law and then getting away with it."
denouncing,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,Since when having a family is portrayed in such a dehumanizing way?
support,We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,"A Muslim is so oversensitive, that we cannot raise our national flag."
unrelated,"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",Use progressive muscle relaxation. Delay your response time. Change your surroundings. Find humor in the situation. Take a break for meditation.
facts,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.","Islam has given many things to the Western society. For example, medicine, mathematics. These things belong with our society. It is not correct to deny all good things about a certain culture."
denouncing,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? It's common sense. You cannot be racist towards an ideology.,Ah logically and well argued. Not!
support,Islam is just a nasty stain on humanity.,I think islam is staining the humanity.
facts,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,Provided the basis for all Western scientific and philosophical knowledge?
facts,We have been at war with Islam for a thousand years.,"To the contrary, we have been trading with Muslim nations for hundreds of years, often at times when we were at war with other European nations."
hypocrisy,China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.,"Would you say the same if this was about, say, Tibetan Buddhists suffering the same sort of coercion?"
facts,"Christians have fought for lots of years against Muslims, we also stopped a genocide. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight.",What you said is an extreme case. One of the Islamic principles is to respect human dignity. Islam condemns violence.
support,"Islam is not a religion, its just an excuse for retarded sexual psychopaths, bastards who pollute the world.","Muslims are staining the world, they are sexual maniacs with psychopathic tendencies. They use their religion as an excuse!"
hypocrisy,Muslims have nothing to contribute to our society.,"Do you know that you are using a lot of things in your everyday life that Muslims invented, right?"
unrelated,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.","Try blind writing. Make a mind map. Attempt ""rolestorming"". Try meditation. Remove limitations. Discuss things in a group."
denouncing,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Perhaps you should monitor your own hate speech before pointing the finger at others?
denouncing,Muslims use acts of violence to punish people.,Why is this a muslim issue? All people from all walks of life can be violent?
question,Muslims should stay in their country if they want to follow sharia law.,Can somebody not love their faith and their country (UK)?
hypocrisy,"If you practice a non-indigenous faith, you are allowed to pray only in your home. Stop building mosques!",You seem to be suggesting only Christians should be allowed a place of worship?
facts,Muslims cannot add any value to our culture.,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK."
unrelated,"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?",Seek medical attention for broken bones or dislocations. Head straight to the emergency room if you can see a bone in the wound. Only try to reset a bone if you are at risk of losing a limb.
facts,For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.,"I am not sure I would use 'invasion' to describe the spread of a particular faith or belief, but isn't' that what religions do. Spead; by text, by preaching, by word of mouth, by proselytisation?"
question,"Only a few people were punished for yesterday's violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",Who are 'all them violent muslims'? Are you sure you are proficient to judge who's guilty and who's not?
hypocrisy,If the Koran was published today it would be banned as hate speech.,"So would the Bible, the Torah, etc."
humor,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,The only ones in favour of Brexit are the ones that are ignorant about what it truly is.
facts,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.",Studies have shown that CVs submitted under a non Muslim name are three times more likely to be offered an interview than those with a Muslim name attached.
question,Muslims have privileges that we do not have.,Example?
facts,I do not really understand why I should listen to Muslim women. They are evidently dumb.,List of famous Muslim females.
support,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.
question,Almost all Muslims deliberately decide not to work.,"How do you know this? Do you have any proof, official papers?"
facts,"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class.",All forms of hatred are wrong and should be countered.
hypocrisy,Western societies are too civilised to welcome Muslims.,"Perhaps we should stop exporting goods or buying stuff from Islamic countries? While we're at it give back their numbers, maths and architecture?"
facts,The police and the government are defending muslim gangs and they must be considered as traitors of our society.,"We need to work together to eradicate CSE once and for all. Individuals are the problem, it does not come from any religion, biased media attempting to scapegoat is being blind to the whole truth."
hypocrisy,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Should we 'put all Christians in a hole in the ground' to punish the minority who carry out terror attacks in the name of their faith? Or would that be a disproportionate response to the actions of a minority?
denouncing,"Islam is not a religion, its just an excuse for retarded sexual psychopaths, bastards who pollute the world.",This is not true. How can you say this about an entire faith? This is just hatred.
unrelated,There can never be peace wherever there is Islam.,"Ship the product out expeditiously. Offer refunds and exchanges. After a while, branch out to new products. Slowly but surely, start to sell bigger and better."
facts,"Our women and girls are frequently victims of rapes, because our government brought Muslims in our country.","The majority of sexual assaults are committed by a family member, friend, or partner of the victim, and only 12% of convicted rapists are Muslim. It is not the religion, its the individuals, whether they're Muslim or not."
denouncing,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.",This is not true. How can you say this about an entire faith?
support,All Muslims are incompatible with any Western society.,People that live in the West cannot live with Muslims.
support,If the Koran was published today it would be banned as hate speech.,If someone wrote the Koran to the present day it would not be allowed.
facts,All muslim women are stupid: we should not be influenced by them.,What is the point in listening? Maybe because they actually have something good to say?
facts,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!,Given that a belief in the rule of Law is generally cited as a 'British value' - surely its important that this person is returned to the UK to stand trial for whatever crimes they may have committed?
facts,The world would be a better place without Muslims. They are only killing and raping our children.,"The vast majority of Muslims do not condone violence or rape. Don't believe the sensationalist media stories that focus on a select few extreme cases, and under-report on non-muslim crimes."
facts,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",Don't believe selective media stories that make out a disproportionate amount of violence towards women is committed by Muslims. (link to sexual assault statistics)
denouncing,"Europe is civilised, Muslims should not stay there.",I'd rather have a civilisation based on equality and justice where everyone is judged by their merit and not through sweeping generalisations and prejudice.
facts,The world would be a better place without Muslims. They are only killing and raping our children.,Many Muslims have engaged in protests to demonstrate their upset and disgust regarding the various grooming gangs scandals in the UK.
support,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.","The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class."
unrelated,"Islam is not a peaceful religion and does not produce the best of men. It denounces women and encourages crimes. Criminals are not all of a certain race or religion, but one race and religion produces criminals.",Apply raised designs if necessary. Seal the foam. Paint over the back of the armor with acrylic paint if necessary. Paint the front of the armor. Give the armor a weathered look.
unrelated,"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!",Put the plate in the microwave and select a cooking time. Let your sweet potato cool.
unrelated,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,Be attentive to your own needs. Develop a solid routine. Be healthy. Explore new interests. Change your environment. Pamper yourself.
facts,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?","For hundreds of years we weren't allowed to build different kinds of Churches in Britain, but we are better than that now."
facts,Their sacred books command to kill the infidels.,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts."
denouncing,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,You cannot blame all people for the actions of a few. Banning something altogether will not solve anything.
support,The vast majority of Muslims are unemployed and refuse to work.,Muslims are not inclined in working and for this fact they are unemployed.
facts,Almost all Muslims in the UK are jobless and choose not to work.,That is a blatant lie. (attach unemployment statistics)
facts,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Statistics and facts simply prove this wrong.
facts,"All the Muslims should have been punished for yesterday, not only a few. Citizens will take action if the government does not do anything.","In fact, the government deports those criminals back to their countries."
facts,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,"In fact, muslim literatures are not about hate and genocide. The literature teaches people to improve oneself and the world, care for the poor, etc. Hence, I do not think we should eradicate the literature."
facts,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Violent extremism is terrible. It is a shame Muslims have to put up with it.
denouncing,"We need to kill Muslims, otherwise, they will make us explode!",An eye for an eye makes the whole world blind.
denouncing,I do not really understand why I should listen to Muslim women. They are evidently dumb.,Sounds like thinly veiled sexism to me.
facts,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,"Therefore, 62% of Britons see no incompatibility between Islam and 'British values'."
facts,"Muslims should not exist in our modern world, because all that they do is violence.","Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society is not restricted to anyone's religion."
unrelated,"It appears I cannot criticize islam for being a cult which encourages wars and takes over host nations by any means justified by their scriptures. Can I critisize them for being intolerant, biased, sexist and chauvinist?",Consider your chances. Recognize that your friend may already want to be seduced. Determine whether or not a seduction is worth it. Pinpoint your expectations. Decide what you want from your friend.
facts,Muslims have nothing to contribute to our society.,"Muslims donate more to charity than any other group, contribute more than 30 billion pounds to the UK economy and make up a significant part of our NHS workforce. I think that is quite a nice contribution."
denouncing,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!",Perhaps you should monitor your own hate speech before pointing the finger at others?
facts,Islam oppresses and persecutes gay and women.,Articles showing the opposite.
facts,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"Muslims and others were invited into the UK after they fought and died in the second world protecting the UK because we needed help to rebuild the UK and they still do a great job keeping the NHS, transport and everything else going, despite us hating them."
facts,Islam is contaminating humanity.,Far right extremism is just a nasty stain on humanity.
hypocrisy,Above all Islam is a religion of conquest.,If it is then it certainly hasn't been a religion of 'conquest' quite as successfully as some others. What about Christianity and colonialism?
denouncing,"Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.",This is not true. How can you say this about an entire faith?
denouncing,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,Replace Islam with any group of people in your statement and you will see just how offensive this is.
denouncing,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.",You cannot blame all people for the actions of a few. Banning something altogether will not solve anything.
unrelated,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",Try walking for a half hour a day. Walk at a moderate to fast pace. Keep track of your distance with an app or pedometer. Walk with a friend.
unrelated,"A recent YouGov survey shows that Westerners view islam less favourably than other religions, deeming it incompatible with Western values.",Make a dress from a t-shirt. Make cut-offs. Add fringe to old shirts. Add lace inserts to a shirt that’s too small. Create a scarf from old t-shirts.
support,What is the point in listening to Muslim women? They are all retarded.,I do not really understand why I should listen to Muslim women. They are evidently dumb.
facts,Muslims cannot add any value to our culture.,Muslims have been part of the British fabric since the 19th century and have been contributing greatly in all different fields.
denouncing,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,The only thing that is ENOUGH is this discriminatory hate speech.
hypocrisy,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,"The same could be said for most other major religions, but have you singled out Islam here to suit your own agenda?"
denouncing,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.",This is not true. How can you say this about an entire faith?
hypocrisy,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"When 400,000 Muslims died in WW1 for Britain, seems to me like this hate is very one sided."
facts,Appeasement to Islam and Muslims is a mental illness. It is a fact.,"But as Muslims contribute Billions to the economy, build SMEs, and contribute more than they take is not appeasing its gaining."
denouncing,These despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.
unrelated,"This is our import for the last 30 years: muslim rapists, halal, corruption, terrorism, polygamy, sharia. Why are we doing this?",Rinse your toothbrush head after each use. Do not soak toothbrushes in disinfectant solutions. Replace toothbrush heads regularly. Store your toothbrush in open containers.
support,A raped girl says rapists recited Quran to her to justify their crimes.,A girl that was sexually violated reported that her aggressor recited the Koran to excuse his crimes.
unrelated,"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.",Let the scene's emotions guide you. Incorporate humor. Play the opposite. Stick to one overarching emotion. Keep your voice in control. Focus on your character's needs.
facts,Using violence to punish another person? Sounds like a muslim issue.,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.
question,"All Muslims should be deported, no one wants them here.",Where do we deport the Muslims who were born here to?
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.","I thought the association of Eggs with the celebration of Easter originally derived from Pagan, pre-Christian practices?"
facts,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Saying that all Muslims are criminals is just wrong. They also do share British values.
humor,Appeasement to Islam and Muslims is a mental illness. It is a fact.,"Unicorns eat fairy dust, I said it so it's a fact."
facts,A Muslim is only allied with Allah.,"But that does not at all undermine their contribution to public good and society, his allegiance is his own business."
hypocrisy,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?",Shouldn't religious freedom be celebrated?
denouncing,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Such dehumanising language against many people.
hypocrisy,The world would be a better place without Muslims. They are only killing and raping our children.,Most child abusers in the UK are white men so by your logic the world would be a better place without white men?
denouncing,To solve all our problems it is enough to burn down mosques and the Koran.,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'."
denouncing,If the Koran was published today it would be banned as hate speech.,What you have just said is hate speech.
unrelated,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",Choose a sunny spot in your yard or garden. Enrich the soil. Plant the sweet peas in early spring. Dig holes for the sweet peas. Water the sweet peas.
denouncing,Appeasement to Islam and Muslims is a mental illness. It is a fact.,It is called tolerance. It is a fact. Do try it!
humor,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.
facts,"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.","There are many religions and it is hard to compare them. However, I guess Islam has not that many traits that would make it the cruelest."
facts,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,If you do not think Muslims have ever done anything for 'us' I think you need to do a quick google search. The evidence of Muslims contributions to society is everywhere!
support,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries' territory. Stop Islam spreading!,"Muslims follow a despicable religion! They are envious of our territories and want to take possession of them, spreading their religion! This does not respect our holy scriptures!"
denouncing,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?",The semantics of your hate does not change that it is still there.
question,"A Muslim is so oversensitive, that we cannot raise our national flag.",Where is your evidence for this? This is simply not true.
denouncing,"They constantly say that their religion is a 'religion of peace', maybe because in reality it isn't.",So you are saying an entire faith of 1.6 billion is not peaceful? This is ignorant.
facts,The vast majority of Muslims are unemployed and refuse to work.,"Dwp says 11% of Muslim men and 16% of Muslim women are unemployed, that took me 30 seconds to find on google. Why bother making up things?"
facts,Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.,"Mate, the media is constantly biased against Muslims and tries to make them out to be the enemy. What we hardly ever see is the many more positive stories."
facts,Almost all Muslims in the UK are jobless and choose not to work.,"The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest checking your sources?"
unrelated,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries' territory. Stop Islam spreading!,Open WhatsApp. Tap the CHATS tab. Tap and hold the group that you want to leave. Tap ⋮. Tap Exit group. Tap EXIT when prompted.
facts,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,"Muslim's face huge amounts of discrimination and prejudice everyday the evidence is incontrovertible and yet most just keep going and working hard, its not playing the victim."
facts,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",All forms of hatred are wrong and should be countered.
hypocrisy,"Our government has allowed this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?",Are seriously suggesting these things did not happen until we invited people from the Indian sub-continent to come and work in our mills and factories?
facts,Never share a meal with a Muslim: you could catch HIV or Ebola.,Clearly this is not a way to catch a disease is it?
question,Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.,Have you actually spoken to Muslim people and asked whether it offends them?
support,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.
question,Muslims cannot add any value to our culture.,How have you come to this decision?
denouncing,Muslims are not civilised and Europe does not want them.,Mindless Hate has no place in civilised Europe.
facts,England is becoming a islamic country and the government succumbs to every caprice of Muslims.,No it isn't? Diversity is a strength.
support,Uk is being islamized very fast. British government submits to every whim of Islam.,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.
support,A raped girl says rapists recited Quran to her to justify their crimes.,Some Muslims recited the Quran while raping a girl because it validates their actions.
hypocrisy,To solve all our problems it is enough to burn down mosques and the Koran.,Really? Cause it seems problems in this country are caused by hatred and intolerance.
facts,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,"What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means."
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Does it really matter how Easter Eggs are labelled? I do not think this matter is really important. Calling them in another fashion does not change our culture.
facts,The vast majority of Muslims are unemployed and refuse to work.,"There is a slightly higher unemployment rate (a couple of percentage points higher than white British- certainly not a majority) but this mainly down to a higher proportion of Muslims coming from lower socioeconomic backgrounds and a higher likelihood of discrimination from employers, not refusing to work."
facts,We have been at war with Islam for a thousand years.,"Do you know there are Muslims in British Army? [link to Muslim people currently in British Army, quotes from them about why? Quotes from army about recruitment?]."
facts,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?","For hundreds of years we weren't allowed to build different kinds of Churches in Britain, but we are better than that now."
denouncing,All Muslims are incompatible with any Western society.,All people who share such blatant lies and hate are incompatible with any Western society.
question,Muslims have nothing to contribute to our society.,How have you come to this decision?
hypocrisy,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,"[gif of someone looking skeptical] i mean, race hate is almost entirely directed at minorities so you seem to be suggesting that race hate began when far right paranoia found it is the newest target."
question,"Muslims should not exist in our modern world, because all that they do is violence.",What exactly are you suggesting?
facts,"Finally a person who represents westerners, we hate Islam!","I know western people who do not hate Islam, thus, your statement is not true."
unrelated,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,Stretch leather apparel by wearing the item around the house. Stuff leather accessories to stretch them out. Weigh down leather straps or accessories to stretch them.
facts,The vast majority of Muslims are unemployed and refuse to work.,"Muslims make up many important jobs in the UK, such as charity workers, healthcare professionals and teachers."
question,"Islam is not a peaceful religion, rapes on children made by Muslims are copious, 10 people in a night, 100 in a week. In the meanwhile, the media does not speak about these facts.",Such numbers! Are you sure they are true? Can you give a link to the evidence about that?
facts,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?","If a country will not allow the practice of other religions, that is a cultural issue. The vast majority of Muslims support people's right to freedom of religion."
humor,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",[insert picture of Easter egg labelled as such] Are they?
support,"All Muslims should be deported, no one wants them here.",Muslims should be taken away from our country because they aren't accepted by anyone.
facts,The world would be a better place without Muslims. They are only killing and raping our children.,"Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society is not restricted to anyone's religion."
support,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expounded in their main books."
unrelated,If the Koran was published today it would be banned as hate speech.,Focus on reading but avoid habits that slow you down. Read effectively by skimming certain parts and paying attention to others. Train yourself to read faster.
denouncing,Muslims use acts of violence to punish people.,Sounds like you are generalizing what a very small percentage of extremists do to an entire religion.
unrelated,The world would be a better place without Muslims. They are only killing and raping our children.,Stop weaving.
facts,The votes of British Muslims matter for labourist politicians. They ignore the antisemitism from their side! This is a revolting fact!,Britain Muslims means they are Britishes who enjoy the right covered by the Act. It is logical that labour party should consider their right and voice as well.
facts,A school in Birmingham is still separating girls from boys. This information come from an Ofsted report. A high court said in 2017 that this type of action is illegal.,"While this story is presented as an 'Islamic issue', the OFSTED report refers to 'countless' faith schools that still illegally maintain gender segregation - my guess is this is a cross-faith practice and not exclusive to Islamic faith schools."
support,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!","If you practice a non-indigenous faith, you are allowed to pray only in your home. Stop building mosques!"
question,The world would be a better place without Muslims. They are only killing and raping our children.,What exactly are you suggesting?
denouncing,"Europe is civilised, Muslims should not stay there.",Do people who make such sweeping statements based on hate and ignorance belong in our civilisation then?
facts,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,"Except for Muslims, both Jesus and Easter are very important so they do not really have a problem with Easter."
hypocrisy,"Our women and girls are frequently victims of rapes, because our government brought Muslims in our country.",I am not really convinced that it is possible to pigeonhole misogyny as an exclusively Islamic issue.
hypocrisy,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,No it isn't and most 'tolerant' places in the world accept all religions.
facts,Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?,"This is generalization. Maybe the case you mentioned is just the minority. Besides, some governments even destroy people's house. We should pay much more attention to this instead."
facts,Muslims have nothing to contribute to our society.,"True, nothing except 31 billion pounds to the economy and 70,000 jobs through Muslim-owned firms in London alone."
hypocrisy,"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!","[gif of someone looking skeptical] i mean, race hate is almost entirely directed at minorities so you seem to be suggesting that race hate began when far right paranoia found it is the newest target."
denouncing,Conciliation with Muslims and Islam should be considered a mental illness.,"I do not see anything wrong in trying to understand different cultures and religions better. Most important, I would not call it a mental illness. This is disrespectful."
facts,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,Grooming gangs like those in Rochdale and Huddersfield have been rightfully convicted. Does that look like police collusion to you?
facts,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm is not a Muslim practice. It is a cultural practice that is often tied to religion as a way to justify it. Not all Muslims practice it and not all those that practice it are Muslim!
facts,Muslims have nothing to contribute to our society.,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!"
denouncing,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","To be fair, I would guess its hard to feel a sense of belonging when you are perpetually identified as a problem?"
facts,Muslims have privileges that we do not have.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims)."
support,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.
facts,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expounded in their main books.","Muslim's face huge amounts of discrimination and prejudice everyday the evidence is incontrovertible and yet most just keep going and working hard, its not playing the victim."
facts,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,"Many Islamic scholars actively campaign against FGM, it is not mentioned in the Qaran and is banned in a number of Muslim countries. This is a cultural problem, not a religious one."
facts,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","Isis is an extrem of Islam and does not represent Muslims' belief and action. Indeed, most of Islam condemned the action of ISIS."
denouncing,Islam is comparable to a disease to eliminate.,What is truly cancerous is hatred towards an entire faith.
humor,Appeasement to Islam and Muslims is a mental illness. It is a fact.,As is paranoia.
facts,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Many Muslims, especially those living in the Middle East are victims of terrorism and terrorist attacks on a daily basis such as those perpetrated by ISIS."
